Gene_id	Gene_symbol	Protein_name	Uniprot_ACC
ENSMUSG00000032740	Ccdc88a	Girdin	GRDN_MOUSE
ENSMUSG00000050106	Tmc8	Transmembrane channel-like protein 8	TMC8_MOUSE
ENSMUSG00000046794	Ppp1r3b	Protein phosphatase 1 regulatory subunit 3B	PPR3B_MOUSE
ENSMUSG00000024560	Cxxc1	CXXC-type zinc finger protein 1	CXXC1_MOUSE
ENSMUSG00000002205	Vrk3	Inactive serine/threonine-protein kinase VRK3	VRK3_MOUSE
ENSMUSG00000005202	Shbg	Sex hormone-binding globulin	SHBG_MOUSE
ENSMUSG00000026585	Kifap3	Kinesin-associated protein 3	KIFA3_MOUSE
ENSMUSG00000041660	Bbox1	Gamma-butyrobetaine dioxygenase	BODG_MOUSE
ENSMUSG00000038044	Cct8l1	Chaperonin-containing TCP1, subunit 8 (theta)-like 1	Q80YT3_MOUSE
ENSMUSG00000021374	Nup153	Nucleoporin 153	A0A286YCP2_MOUSE
ENSMUSG00000020573	Pik3cg	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	PK3CG_MOUSE
ENSMUSG00000038736	Nudcd1	NudC domain-containing protein 1	NUDC1_MOUSE
ENSMUSG00000058587	Tmod3	Tropomodulin-3	TMOD3_MOUSE
ENSMUSG00000057561	Eif1a	Eukaryotic translation initiation factor 1A	IF1A_MOUSE
ENSMUSG00000051190	Olfr1356	Olfactory receptor	Q7TQU8_MOUSE
ENSMUSG00000027509	Rae1	mRNA export factor	RAE1L_MOUSE
ENSMUSG00000024942	Capn1	Calpain-1 catalytic subunit	CAN1_MOUSE
ENSMUSG00000000682	Cd52	CAMPATH-1 antigen	CD52_MOUSE
ENSMUSG00000032870	Smap2	Stromal membrane-associated protein 2	SMAP2_MOUSE
ENSMUSG00000032739	Pram1	PML-RARA-regulated adapter molecule 1	PRAM_MOUSE
ENSMUSG00000030432	Rpl28	60S ribosomal protein L28	RL28_MOUSE
ENSMUSG00000021999	Cpb2	Carboxypeptidase B2	CBPB2_MOUSE
ENSMUSG00000055884	Fancm	Fanconi anemia group M protein homolog	FANCM_MOUSE
ENSMUSG00000038302	Afg1l	AFG1-like ATPase	AFG1L_MOUSE
ENSMUSG00000006050	Sra1	Steroid receptor RNA activator 1	SRA1_MOUSE
ENSMUSG00000013236	Ptprs	Receptor-type tyrosine-protein phosphatase S	PTPRS_MOUSE
ENSMUSG00000038520	Tbc1d17	TBC1 domain family member 17	TBC17_MOUSE
ENSMUSG00000045689	Pcdhb4	Uncharacterized protein	Q3TUJ6_MOUSE
ENSMUSG00000026842	Abl1	Tyrosine-protein kinase ABL1	ABL1_MOUSE
ENSMUSG00000079323	Gm20661		
ENSMUSG00000052544	St6galnac3	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	SIA7C_MOUSE
ENSMUSG00000021953	Tdh	L-threonine 3-dehydrogenase, mitochondrial	TDH_MOUSE
ENSMUSG00000046873	Mbtps2	Membrane-bound transcription factor site-2 protease	MBTP2_MOUSE
ENSMUSG00000029465	Arpc3	Actin-related protein 2/3 complex subunit 3	ARPC3_MOUSE
ENSMUSG00000047293	Gpr15	G-protein coupled receptor 15	GPR15_MOUSE
ENSMUSG00000053916	Nanp	N-acylneuraminate-9-phosphatase	NANP_MOUSE
ENSMUSG00000004151	Etv1	ETS translocation variant 1	ETV1_MOUSE
ENSMUSG00000090675	Olfr111	Olfactory receptor	Q7TRK1_MOUSE
ENSMUSG00000025159	Mms19	MMS19 nucleotide excision repair protein homolog	MMS19_MOUSE
ENSMUSG00000074639	Rdh16f2	BC089597 protein	Q5FW69_MOUSE
ENSMUSG00000039007	Cpq	Carboxypeptidase Q	CBPQ_MOUSE
ENSMUSG00000006589	Aprt	Adenine phosphoribosyltransferase	APT_MOUSE
ENSMUSG00000013611	Snx31	Sorting nexin-31	SNX31_MOUSE
ENSMUSG00000069300	H2bc11	Histone H2B type 1-F/J/L	H2B1F_MOUSE
ENSMUSG00000030060	Hmces	Abasic site processing protein HMCES	HMCES_MOUSE
ENSMUSG00000019359	Gdpd2	Glycerophosphoinositol inositolphosphodiesterase GDPD2	GDPD2_MOUSE
ENSMUSG00000021209	Ppp4r4	Serine/threonine-protein phosphatase 4 regulatory subunit 4	PP4R4_MOUSE
ENSMUSG00000025925	Terf1	Telomeric repeat-binding factor 1	TERF1_MOUSE
ENSMUSG00000031214	Ophn1	Oligophrenin-1	OPHN1_MOUSE
ENSMUSG00000031323	Dmrtc1a	Doublesex- and mab-3-related transcription factor C1	DMRTC_MOUSE
ENSMUSG00000032034	Kcnj5	G protein-activated inward rectifier potassium channel 4	KCNJ5_MOUSE
ENSMUSG00000078154	Gm12184		
ENSMUSG00000022141	Nipbl	Nipped-B-like protein	NIPBL_MOUSE
ENSMUSG00000052852	Reep1	Receptor expression-enhancing protein 1	REEP1_MOUSE
ENSMUSG00000024713	Pcsk5	Proprotein convertase subtilisin/kexin type 5	PCSK5_MOUSE
ENSMUSG00000078490	Cfap74	Cilia- and flagella-associated protein 74	CFA74_MOUSE
ENSMUSG00000059645	Gm7361	Predicted gene 7361	D3Z6R1_MOUSE
ENSMUSG00000022218	Tgm1	Protein-glutamine gamma-glutamyltransferase K	TGM1_MOUSE
ENSMUSG00000024338	Psmb8	Proteasome subunit beta type-8	PSB8_MOUSE
ENSMUSG00000000902	Smarcb1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	SNF5_MOUSE
ENSMUSG00000041842	Fhdc1	FH2 domain-containing protein 1	FHDC1_MOUSE
ENSMUSG00000056608	Chd9	Chromodomain-helicase-DNA-binding protein 9	CHD9_MOUSE
ENSMUSG00000006675	P4htm	Transmembrane prolyl 4-hydroxylase	P4HTM_MOUSE
ENSMUSG00000022526	Zfp251	Uncharacterized protein	Q3USU9_MOUSE
ENSMUSG00000041720	Pi4ka	Phosphatidylinositol 4-kinase alpha	PI4KA_MOUSE
ENSMUSG00000115701	Vmn1r6	Vomeronasal type-1 receptor	A0A2I3BQJ7_MOUSE
ENSMUSG00000034930	Rtkn	Rhotekin	RTKN_MOUSE
ENSMUSG00000048874	Phf3	PHD finger protein 3	A0A087WNQ9_MOUSE
ENSMUSG00000022912	Pros1	Vitamin K-dependent protein S	PROS_MOUSE
ENSMUSG00000062553	Olfr709-ps1		
ENSMUSG00000019278	Dpep1	Dipeptidase 1	DPEP1_MOUSE
ENSMUSG00000060301	2610008E11Rik	RIKEN cDNA 2610008E11 gene	A0A1W2P7M3_MOUSE
ENSMUSG00000002265	Peg3	Paternally-expressed gene 3 protein	PEG3_MOUSE
ENSMUSG00000034807	Colgalt1	Procollagen galactosyltransferase 1	GT251_MOUSE
ENSMUSG00000024924	Vldlr	Very low-density lipoprotein receptor	VLDLR_MOUSE
ENSMUSG00000021676	Iqgap2	Ras GTPase-activating-like protein IQGAP2	IQGA2_MOUSE
ENSMUSG00000033960	Jcad	Junctional protein associated with coronary artery disease	JCAD_MOUSE
ENSMUSG00000060572	Mfap2	Microfibrillar-associated protein 2	MFAP2_MOUSE
ENSMUSG00000091930	Vmn2r52	Vomeronasal 2, receptor 52	A0A3B2WCG3_MOUSE
ENSMUSG00000067341	H2-Eb2	MHC class II antigen E beta2	A0A068BGV1_MOUSE
ENSMUSG00000028759	Hp1bp3	Heterochromatin protein 1-binding protein 3	HP1B3_MOUSE
ENSMUSG00000038910	Plcl2	Inactive phospholipase C-like protein 2	PLCL2_MOUSE
ENSMUSG00000039748	Exo1	Exonuclease 1	EXO1_MOUSE
ENSMUSG00000022407	Adsl	Adenylosuccinate lyase	PUR8_MOUSE
ENSMUSG00000058743	Kcnj14	ATP-sensitive inward rectifier potassium channel 14	KCJ14_MOUSE
ENSMUSG00000034290	Nek9	Serine/threonine-protein kinase Nek9	NEK9_MOUSE
ENSMUSG00000020829	Slc46a1	Proton-coupled folate transporter	PCFT_MOUSE
ENSMUSG00000034570	Inpp5j	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A	PI5PA_MOUSE
ENSMUSG00000022822	Abcc5	Multidrug resistance-associated protein 5	MRP5_MOUSE
ENSMUSG00000058914	C1qtnf3	Complement C1q tumor necrosis factor-related protein 3	C1QT3_MOUSE
ENSMUSG00000074884	Serf2	Small EDRK-rich factor 2	SERF2_MOUSE
ENSMUSG00000033177	Tmprss7	Transmembrane protease serine 7	TMPS7_MOUSE
ENSMUSG00000041598	Cdc42ep4	Cdc42 effector protein 4	BORG4_MOUSE
ENSMUSG00000046691	Chtf8	Chromosome transmission fidelity protein 8 homolog	CTF8_MOUSE
ENSMUSG00000026383	Epb41l5	Band 4.1-like protein 5	E41L5_MOUSE
ENSMUSG00000118640	Gm7582		
ENSMUSG00000039616	Mocos	Molybdenum cofactor sulfurase	MOCOS_MOUSE
ENSMUSG00000024399	Ltb	Lymphotoxin-beta	TNFC_MOUSE
ENSMUSG00000070811	Sult2a2	Bile salt sulfotransferase 2	ST2A2_MOUSE
ENSMUSG00000040174	Alkbh3	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	ALKB3_MOUSE
ENSMUSG00000026858	Miga2	Mitoguardin 2	MIGA2_MOUSE
ENSMUSG00000032363	Adamts7	A disintegrin and metalloproteinase with thrombospondin motifs 7	ATS7_MOUSE
ENSMUSG00000047986	Palm3	Paralemmin-3	PALM3_MOUSE
ENSMUSG00000028072	Ntrk1	High affinity nerve growth factor receptor	NTRK1_MOUSE
ENSMUSG00000022537	Tmem44	Transmembrane protein 44	E9Q4M0_MOUSE
ENSMUSG00000030983	Bccip	BRCA2 and CDKN1A-interacting protein	BCCIP_MOUSE
ENSMUSG00000025658	Cnksr2	Connector enhancer of kinase suppressor of ras 2	CNKR2_MOUSE
ENSMUSG00000026887	Mrrf	Ribosome-recycling factor, mitochondrial	RRFM_MOUSE
ENSMUSG00000028088	Fmo5	Flavin-containing monooxygenase 5	FMO5_MOUSE
ENSMUSG00000034006	Slc66a2	Solute carrier family 66 member 2	S66A2_MOUSE
ENSMUSG00000039128	Cdc123	Cell division cycle protein 123 homolog	CD123_MOUSE
ENSMUSG00000028532	Cachd1	VWFA and cache domain-containing protein 1	CAHD1_MOUSE
ENSMUSG00000005447	Pafah1b3	Platelet-activating factor acetylhydrolase IB subunit alpha1	PA1B3_MOUSE
ENSMUSG00000027834	Serpini1	Neuroserpin	NEUS_MOUSE
ENSMUSG00000067591	Klra3	Killer cell lectin-like receptor 3	KLRA3_MOUSE
ENSMUSG00000021662	Arhgef28	Rho guanine nucleotide exchange factor 28	ARG28_MOUSE
ENSMUSG00000072582	Ptrh2	Peptidyl-tRNA hydrolase 2, mitochondrial	PTH2_MOUSE
ENSMUSG00000113949	Scamp4	Secretory carrier-associated membrane protein 4	SCAM4_MOUSE
ENSMUSG00000043572	Pars2	Probable proline--tRNA ligase, mitochondrial	SYPM_MOUSE
ENSMUSG00000049940	Pgrmc2	Membrane-associated progesterone receptor component 2	PGRC2_MOUSE
ENSMUSG00000004591	Pkn2	Serine/threonine-protein kinase N2	PKN2_MOUSE
ENSMUSG00000029413	Naaa	N-acylethanolamine-hydrolyzing acid amidase	NAAA_MOUSE
ENSMUSG00000019087	Atp6ap1	V-type proton ATPase subunit S1	VAS1_MOUSE
ENSMUSG00000023286	Ube2j2	Ubiquitin-conjugating enzyme E2 J2	UB2J2_MOUSE
ENSMUSG00000035954	Dock4	Dedicator of cytokinesis protein 4	DOCK4_MOUSE
ENSMUSG00000039960	Rhou	Rho-related GTP-binding protein RhoU	RHOU_MOUSE
ENSMUSG00000058740	Kcnt1	Potassium channel subfamily T member 1	KCNT1_MOUSE
ENSMUSG00000022622	Acr	Acrosin	ACRO_MOUSE
ENSMUSG00000069539	Scyl2	SCY1-like protein 2	SCYL2_MOUSE
ENSMUSG00000005198	Polr2a	DNA-directed RNA polymerase II subunit RPB1	RPB1_MOUSE
ENSMUSG00000020023	Tmcc3	Transmembrane and coiled-coil domain protein 3	TMCC3_MOUSE
ENSMUSG00000063179	Pstk	L-seryl-tRNA(Sec) kinase	PSTK_MOUSE
ENSMUSG00000080115	Eef1akmt3	EEF1A lysine methyltransferase 3	EFMT3_MOUSE
ENSMUSG00000041165	Spem1	Spermatid maturation protein 1	SPEM1_MOUSE
ENSMUSG00000071180	Smim15	Small integral membrane protein 15	SIM15_MOUSE
ENSMUSG00000019528	Gyg	Glycogenin-1	GLYG_MOUSE
ENSMUSG00000038515	Grtp1	Growth hormone-regulated TBC protein 1	GRTP1_MOUSE
ENSMUSG00000050105	Fam110d	Protein FAM110D	F110D_MOUSE
ENSMUSG00000032507	Fbxl2	F-box/LRR-repeat protein 2	FBXL2_MOUSE
ENSMUSG00000116925	Gm49776		
ENSMUSG00000061544	Zfp229	Zinc finger protein 229	E9PWT2_MOUSE
ENSMUSG00000075033	Nxpe3	Family with sequence similarity 55, member C	B9EKK6_MOUSE
ENSMUSG00000062627	Mysm1	Deubiquitinase MYSM1	MYSM1_MOUSE
ENSMUSG00000036281	Snapc4	snRNA-activating protein complex subunit 4	SNPC4_MOUSE
ENSMUSG00000003360	Ddx23	RNA helicase	D3Z0M9_MOUSE
ENSMUSG00000078869	Gm14409		
ENSMUSG00000035299	Mid1	E3 ubiquitin-protein ligase Midline-1	TRI18_MOUSE
ENSMUSG00000021009	Ptpn21	Tyrosine-protein phosphatase non-receptor type 21	PTN21_MOUSE
ENSMUSG00000014402	Tsg101	Tumor susceptibility gene 101 protein	TS101_MOUSE
ENSMUSG00000060913	Trim55	Tripartite motif-containing 55	G3X8Y1_MOUSE
ENSMUSG00000026283	Ing5	Inhibitor of growth protein 5	ING5_MOUSE
ENSMUSG00000039873	Neurl2	Neuralized-like protein 2	NEUL2_MOUSE
ENSMUSG00000046707	Csnk2a2	Casein kinase II subunit alpha'	CSK22_MOUSE
ENSMUSG00000021240	Abcd4	Lysosomal cobalamin transporter ABCD4	ABCD4_MOUSE
ENSMUSG00000028657	Ppt1	Palmitoyl-protein thioesterase 1	PPT1_MOUSE
ENSMUSG00000022340	Sybu	Syntabulin	SYBU_MOUSE
ENSMUSG00000091614	Gm17657		
ENSMUSG00000099545	Gm13276	Interferon 1ha5	A0A087WR18_MOUSE
ENSMUSG00000022426	Josd1	Josephin-1	JOS1_MOUSE
ENSMUSG00000023147	Get1	Guided entry of tail-anchored proteins factor 1	GET1_MOUSE
ENSMUSG00000092622	Khdc3	KH domain-containing protein 3	KHDC3_MOUSE
ENSMUSG00000020101	Vsir	V-type immunoglobulin domain-containing suppressor of T-cell activation	VISTA_MOUSE
ENSMUSG00000054321	Taf4b	Transcription initiation factor TFIID subunit 4B	TAF4B_MOUSE
ENSMUSG00000036923	Stox1	Storkhead-box protein 1	STOX1_MOUSE
ENSMUSG00000079845	Xlr4a	X-linked lymphocyte-regulated 4A	A2BI40_MOUSE
ENSMUSG00000075307	Klhl41	Kelch-like protein 41	KLH41_MOUSE
ENSMUSG00000019952	Poc1b	POC1 centriolar protein homolog B	POC1B_MOUSE
ENSMUSG00000033498	Strc	Stereocilin	STRC_MOUSE
ENSMUSG00000091337	Eid1	EP300-interacting inhibitor of differentiation 1	EID1_MOUSE
ENSMUSG00000029482	Aacs	Acetoacetyl-CoA synthetase	AACS_MOUSE
ENSMUSG00000037095	Lrg1	Leucine-rich HEV glycoprotein	Q91XL1_MOUSE
ENSMUSG00000057836	Xlr3a	X-linked lymphocyte-regulated protein 3A	XL3A_MOUSE
ENSMUSG00000019775	Rgs17	Regulator of G-protein signaling 17	RGS17_MOUSE
ENSMUSG00000071369	Map3k5	Mitogen-activated protein kinase kinase kinase 5	M3K5_MOUSE
ENSMUSG00000032112	Trappc4	Trafficking protein particle complex subunit 4	TPPC4_MOUSE
ENSMUSG00000041623	D11Wsu47e	Uncharacterized protein C17orf80 homolog	CQ080_MOUSE
ENSMUSG00000041538	H2-Ob	MHC class II antigen O region beta locus	A0A068BD53_MOUSE
ENSMUSG00000032320	Rcn2	Reticulocalbin-2	RCN2_MOUSE
ENSMUSG00000038390	Gpr162	Probable G-protein coupled receptor 162	GP162_MOUSE
ENSMUSG00000054008	Ndst1	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	NDST1_MOUSE
ENSMUSG00000070738	Dgkd	Diacylglycerol kinase delta	DGKD_MOUSE
ENSMUSG00000040167	Ikzf5	Zinc finger protein Pegasus	IKZF5_MOUSE
ENSMUSG00000024414	Mrpl27	39S ribosomal protein L27, mitochondrial	RM27_MOUSE
ENSMUSG00000040687	Madd	MAP kinase-activating death domain protein	MADD_MOUSE
ENSMUSG00000054484	Tmem62	Transmembrane protein 62	TMM62_MOUSE
ENSMUSG00000027457	Snph	Syntaphilin	SNPH_MOUSE
ENSMUSG00000028696	Ipp	Actin-binding protein IPP	IPP_MOUSE
ENSMUSG00000005611	Irag1	Inositol 1,4,5-triphosphate receptor associated 1	IRAG1_MOUSE
ENSMUSG00000021594	Srd5a1	3-oxo-5-alpha-steroid 4-dehydrogenase 1	S5A1_MOUSE
ENSMUSG00000026074	Map4k4	Mitogen-activated protein kinase kinase kinase kinase 4	M4K4_MOUSE
ENSMUSG00000026458	Ppfia4	Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF),-interacting protein (liprin), alpha 4	A0A087WPJ3_MOUSE
ENSMUSG00000055923	Aasdh	Beta-alanine-activating enzyme	ACSF4_MOUSE
ENSMUSG00000032534	Cep63	Centrosomal protein of 63 kDa	CEP63_MOUSE
ENSMUSG00000022211	Carmil3	Capping protein, Arp2/3 and myosin-I linker protein 3	CARL3_MOUSE
ENSMUSG00000045174	Amer3	APC membrane recruitment protein 3	AMER3_MOUSE
ENSMUSG00000059901	Adamts14	A disintegrin-like and metallopeptidase (Reprolysin type) with thrombospondin type 1 motif, 14	B2RXR8_MOUSE
ENSMUSG00000025464	Paox	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	PAOX_MOUSE
ENSMUSG00000054676	1600014C10Rik	Protein C19orf12 homolog	CS012_MOUSE
ENSMUSG00000047879	Usp14	Ubiquitin carboxyl-terminal hydrolase 14	UBP14_MOUSE
ENSMUSG00000079014	Serpina3i	Serine (or cysteine) peptidase inhibitor, clade A, member 3I	D3Z450_MOUSE
ENSMUSG00000031659	Adcy7	Adenylate cyclase type 7	ADCY7_MOUSE
ENSMUSG00000039476	Prrx2	Paired mesoderm homeobox protein 2	PRRX2_MOUSE
ENSMUSG00000029122	Evc	Ellis-van Creveld syndrome protein homolog	EVC_MOUSE
ENSMUSG00000028790	Khdrbs1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	KHDR1_MOUSE
ENSMUSG00000096546	Smlr1	Small leucine-rich protein 1	J3QMJ4_MOUSE
ENSMUSG00000031844	Hsd17b2	Estradiol 17-beta-dehydrogenase 2	DHB2_MOUSE
ENSMUSG00000041199	Rpusd1	RNA pseudouridylate synthase domain-containing protein 1	RUSD1_MOUSE
ENSMUSG00000025917	Cops5	COP9 signalosome complex subunit 5	CSN5_MOUSE
ENSMUSG00000029569	Tmem168	Transmembrane protein 168	TM168_MOUSE
ENSMUSG00000024601	Isoc1	Isochorismatase domain-containing protein 1	ISOC1_MOUSE
ENSMUSG00000032394	Igdcc3	Immunoglobulin superfamily DCC subclass member 3	IGDC3_MOUSE
ENSMUSG00000037242	Clic4	Chloride intracellular channel protein 4	CLIC4_MOUSE
ENSMUSG00000074768	Bhmt	Betaine--homocysteine S-methyltransferase 1	BHMT1_MOUSE
ENSMUSG00000094793	Mup12	Major urinary protein 1	MUP1_MOUSE
ENSMUSG00000053675	Tgm5	Protein-glutamine gamma-glutamyltransferase 5	TGM5_MOUSE
ENSMUSG00000071015	Gm136	Uncharacterized protein C6orf163 homolog	CF163_MOUSE
ENSMUSG00000024487	Yipf5	Protein YIPF5	YIPF5_MOUSE
ENSMUSG00000031154	Otud5	OTU domain-containing protein 5	OTUD5_MOUSE
ENSMUSG00000032249	Anp32a	Acidic leucine-rich nuclear phosphoprotein 32 family member A	AN32A_MOUSE
ENSMUSG00000025507	Pidd1	p53-induced death domain-containing protein 1	PIDD1_MOUSE
ENSMUSG00000044937	Ttc41	Tetratricopeptide repeat protein 41	TTC41_MOUSE
ENSMUSG00000056987	Fam71d	Family with sequence similarity 71, member D	A0A1W2P6P5_MOUSE
ENSMUSG00000072568	Lratd2	LRAT domain-containing 1	D3YXJ5_MOUSE
ENSMUSG00000022840	Adcy5	Adenylate cyclase type 5	ADCY5_MOUSE
ENSMUSG00000028430	Nol6	Nucleolar protein 6	NOL6_MOUSE
ENSMUSG00000058470	Gm8369	Predicted gene 8369	A0A087WS47_MOUSE
ENSMUSG00000098794	Gm28038		
ENSMUSG00000051906	Cd209f	CD209f antigen	D3Z1H5_MOUSE
ENSMUSG00000071172	Srsf3	Serine/arginine-rich splicing factor 3	SRSF3_MOUSE
ENSMUSG00000033918	Parl	Presenilins-associated rhomboid-like protein, mitochondrial	PARL_MOUSE
ENSMUSG00000020078	Vps26a	Vacuolar protein sorting-associated protein 26A	VP26A_MOUSE
ENSMUSG00000020261	Slc36a1	Proton-coupled amino acid transporter 1	S36A1_MOUSE
ENSMUSG00000026504	Sdccag8	Serologically defined colon cancer antigen 8 homolog	SDCG8_MOUSE
ENSMUSG00000052914	Cyp2j6	Cytochrome P450 2J6	CP2J6_MOUSE
ENSMUSG00000059495	Arhgef12	Rho guanine nucleotide exchange factor 12	ARHGC_MOUSE
ENSMUSG00000043372	Hexim2	Protein HEXIM2	HEXI2_MOUSE
ENSMUSG00000024175	Tekt4	Tektin-4	TEKT4_MOUSE
ENSMUSG00000022445	Cyp2d26	Cytochrome P450 2D26	CP2DQ_MOUSE
ENSMUSG00000047003	Zfp41	Zinc finger protein 41	ZFP41_MOUSE
ENSMUSG00000022255	Mtdh	Protein LYRIC	LYRIC_MOUSE
ENSMUSG00000058325	Dock1	Dedicator of cytokinesis protein 1	DOCK1_MOUSE
ENSMUSG00000058897	Col25a1	Collagen alpha-1(XXV) chain	COPA1_MOUSE
ENSMUSG00000079019	Insl3	Insulin-like 3	INSL3_MOUSE
ENSMUSG00000079355	Ackr4	Atypical chemokine receptor 4	ACKR4_MOUSE
ENSMUSG00000092310	Gm20509		
ENSMUSG00000027495	Fam210b	Protein FAM210B, mitochondrial	F210B_MOUSE
ENSMUSG00000023151	Lrrc69	Leucine-rich repeat-containing protein 69	LRC69_MOUSE
ENSMUSG00000045973	Slc25a51	Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51	S2551_MOUSE
ENSMUSG00000022109	Med4	Mediator of RNA polymerase II transcription subunit 4	MED4_MOUSE
ENSMUSG00000022489	Pde1b	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B	PDE1B_MOUSE
ENSMUSG00000029076	Sdf4	45 kDa calcium-binding protein	CAB45_MOUSE
ENSMUSG00000067780	Pi15	Peptidase inhibitor 15	PI15_MOUSE
ENSMUSG00000060470	Adgrg3	Adhesion G protein-coupled receptor G3	AGRG3_MOUSE
ENSMUSG00000019577	Pdk4	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial	PDK4_MOUSE
ENSMUSG00000040809	Chil3	Chitinase-like protein 3	CHIL3_MOUSE
ENSMUSG00000030165	Klrd1	Natural killer cells antigen CD94	KLRD1_MOUSE
ENSMUSG00000078683	Mup1	Major urinary protein 1	A2CEL0_MOUSE
ENSMUSG00000018238	Gdf9	Growth/differentiation factor 9	GDF9_MOUSE
ENSMUSG00000078640	Gm11627	Predicted gene 11627	A6PWP4_MOUSE
ENSMUSG00000067653	Ankrd23	Ankyrin repeat domain-containing protein 23	ANR23_MOUSE
ENSMUSG00000055561	Spink5	Serine peptidase inhibitor, Kazal type 5	Q148R4_MOUSE
ENSMUSG00000034427	Myo15b	Myosin XVB	A0A0J9YV02_MOUSE
ENSMUSG00000003452	Bicd1	Protein bicaudal D homolog 1	BICD1_MOUSE
ENSMUSG00000041324	Inhba	Inhibin beta A chain	INHBA_MOUSE
ENSMUSG00000058246	Gm10037	Predicted gene 10037	A0A1Y7VMN9_MOUSE
ENSMUSG00000027530	Fabp12	Fatty acid-binding protein 12	FBP12_MOUSE
ENSMUSG00000030342	Cd9	CD9 antigen	CD9_MOUSE
ENSMUSG00000050592	Fam78a	Protein FAM78A	FA78A_MOUSE
ENSMUSG00000057135	Scimp	SLP adapter and CSK-interacting membrane protein	SCIMP_MOUSE
ENSMUSG00000028293	Slc35a1	CMP-sialic acid transporter	S35A1_MOUSE
ENSMUSG00000028484	Psip1	PC4 and SFRS1-interacting protein	PSIP1_MOUSE
ENSMUSG00000049511	Htr1b	5-hydroxytryptamine receptor 1B	5HT1B_MOUSE
ENSMUSG00000059981	Taok2	Serine/threonine-protein kinase TAO2	TAOK2_MOUSE
ENSMUSG00000039414	Heatr5b	HEAT repeat-containing protein 5B	HTR5B_MOUSE
ENSMUSG00000053930	Shisa6	Protein shisa-6	SHSA6_MOUSE
ENSMUSG00000013089	Etv5	ETS translocation variant 5	ETV5_MOUSE
ENSMUSG00000029826	Zc3hav1	Zinc finger CCCH-type antiviral protein 1	ZCCHV_MOUSE
ENSMUSG00000023079	Gtf2ird1	General transcription factor II-I repeat domain-containing protein 1	GT2D1_MOUSE
ENSMUSG00000017491	Rarb	Retinoic acid receptor beta	RARB_MOUSE
ENSMUSG00000025195	Dnmbp	Dynamin-binding protein	DNMBP_MOUSE
ENSMUSG00000048758	Rpl29	60S ribosomal protein L29	RL29_MOUSE
ENSMUSG00000059668	Krt4	Keratin, type II cytoskeletal 4	K2C4_MOUSE
ENSMUSG00000045257	Morn2	MORN repeat-containing protein 2	MORN2_MOUSE
ENSMUSG00000039092	Sptlc3	Serine palmitoyltransferase 3	SPTC3_MOUSE
ENSMUSG00000037624	Kcnk2	Potassium channel subfamily K member 2	KCNK2_MOUSE
ENSMUSG00000039294	Cybc1	Cytochrome b-245 chaperone 1	CYBC1_MOUSE
ENSMUSG00000022021	Diaph3	Protein diaphanous homolog 3	DIAP3_MOUSE
ENSMUSG00000031089	Slc6a14	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)	S6A14_MOUSE
ENSMUSG00000024687	Osbp	Oxysterol-binding protein 1	OSBP1_MOUSE
ENSMUSG00000036026	Tmem63b	CSC1-like protein 2	CSCL2_MOUSE
ENSMUSG00000026223	Itm2c	Integral membrane protein 2C	ITM2C_MOUSE
ENSMUSG00000034210	Efcab14	EF-hand calcium-binding domain-containing protein 14	EFC14_MOUSE
ENSMUSG00000020526	Znhit3	Zinc finger HIT domain-containing protein 3	ZNHI3_MOUSE
ENSMUSG00000040620	Dhx33	ATP-dependent RNA helicase DHX33	DHX33_MOUSE
ENSMUSG00000041482	Piezo2	Piezo-type mechanosensitive ion channel component 2	PIEZ2_MOUSE
ENSMUSG00000056130	Ticam2	TIR domain-containing adapter molecule 2	TCAM2_MOUSE
ENSMUSG00000034336	Ina	Alpha-internexin	AINX_MOUSE
ENSMUSG00000016252	Atp5e	ATP synthase subunit epsilon, mitochondrial	ATP5E_MOUSE
ENSMUSG00000079051	Vinac1	Vinculin/alpha-catenin family member 1	A2AP89_MOUSE
ENSMUSG00000011960	Ccnt1	Cyclin-T1	CCNT1_MOUSE
ENSMUSG00000046897	Zfp740	Zinc finger protein 740	ZN740_MOUSE
ENSMUSG00000075704	Txnrd2	Thioredoxin reductase 2, mitochondrial	TRXR2_MOUSE
ENSMUSG00000059273	Zc3h4	Zinc finger CCCH domain-containing protein 4	ZC3H4_MOUSE
ENSMUSG00000079471	Mymx	Protein myomixer	MYMX_MOUSE
ENSMUSG00000035367	Rmi1	RecQ-mediated genome instability protein 1	RMI1_MOUSE
ENSMUSG00000038895	Zfp653	Zinc finger protein 653	ZN653_MOUSE
